rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_wlasnosc_prywatna,czestochowa_spółdzielnia,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,krakow_udział,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,radom_udział,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
kamienica,38.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,443000.0,,,,,,,,,,,,,,,,1034000.0,,,
kamienica,38.1,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,228000.0,,,,,,,,,,
kamienica,47.6,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,289000.0,,,,,,,,,,
kamienica,47.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,287000.0,,,,,,,,,,,,,,,,
kamienica,47.8,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,540000.0,,,,,,,,,,,,,,
kamienica,48.11,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,
kamienica,53.0,nizki_poziom_jakosci,listopad_2023,,,170000.0,,,,,,,,,,,,,,,,,,,,,,,,,,990000.0,,539000.0,
kamienica,53.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,380000.0,,,,,,,,,,,,,,,,629000.0,,,,,
kamienica,56.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,946250.0,,,,,,,,,,,,,,,,,,,
kamienica,56.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,886500.0,,,,,,,,,459000.0,,,,,445000.0,,947000.0,,790000.0,
kamienica,59.4,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,310000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,74.0,nizki_poziom_jakosci,listopad_2023,,,275000.0,,499000.0,,,,,,,,,,,,,,,,,,,,,,,,2130000.0,,,
kamienica,74.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,815000.0,,,,,,,,,1590000.0,,935000.0,
kamienica,85.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,649000.0,,,,,,,,,,,,
kamienica,85.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990000.0,,,
kamienica,90.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,629000.0,,,,,,,2150000.0,,,
kamienica,90.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,430000.0,,,,,,,829000.0,,,,,,,,,,,,,,
kamienica,98.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,849900.0,
kamienica,26.0,wysoki_poziom_jakosci,listopad_2023,,,223000.0,,,,,,,,,,519000.0,,,,,,,,,,,,,,,,,,,
kamienica,26.83,nizki_poziom_jakosci,listopad_2023,,,190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,27.5,wysoki_poziom_jakosci,listopad_2023,,,239000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,27.78,nizki_poziom_jakosci,listopad_2023,,,170000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,30.1,nizki_poziom_jakosci,listopad_2023,,,219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,33.9,wysoki_poziom_jakosci,listopad_2023,,,299000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,33.93,nizki_poziom_jakosci,listopad_2023,,,185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,35.8,nizki_poziom_jakosci,listopad_2023,,,229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,35.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,805500.0,,,,,,,,,,,,,,,,,,,
kamienica,37.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520000.0,,
kamienica,37.5,wysoki_poziom_jakosci,listopad_2023,,,399000.0,,,,,,,,,,,,,,,,,430000.0,,,,,,,,,,,,
kamienica,38.97,nizki_poziom_jakosci,listopad_2023,,,245000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,40.0,nizki_poziom_jakosci,listopad_2023,,,237000.0,,,,549000.0,,,,,,772000.0,,,265000.0,,,,,,,,,,,,,,,,
kamienica,40.0,wysoki_poziom_jakosci,listopad_2023,,,319000.0,,,,,,,,,,779750.0,,,,,,,,,,,,,,320000.0,,955000.0,,629000.0,
kamienica,41.0,nizki_poziom_jakosci,listopad_2023,,,219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,449999.0,
kamienica,41.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,395000.0,,,,,,,,,,,,,,,,
kamienica,41.41,nizki_poziom_jakosci,listopad_2023,,,239000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,43.69,wysoki_poziom_jakosci,listopad_2023,,,380000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,47.11,wysoki_poziom_jakosci,listopad_2023,,,340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,50.1,nizki_poziom_jakosci,listopad_2023,,,305610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,61.56,nizki_poziom_jakosci,listopad_2023,,,280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,62.49,wysoki_poziom_jakosci,listopad_2023,,,375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,63.08,wysoki_poziom_jakosci,listopad_2023,,,465000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,65.0,nizki_poziom_jakosci,listopad_2023,,,389000.0,,,,,,,,,,,,,,,,,390000.0,,,,,,,,,780000.0,,,
kamienica,65.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,499000.0,,,1499000.0,,
kamienica,67.34,wysoki_poziom_jakosci,listopad_2023,,,449900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,68.0,wysoki_poziom_jakosci,listopad_2023,,,480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,69.0,nizki_poziom_jakosci,listopad_2023,,,298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,69.68,nizki_poziom_jakosci,listopad_2023,,,360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,75.0,nizki_poziom_jakosci,listopad_2023,,,352500.0,,,,,,449000.0,,,,,,,,,,,,,,,,,,,,1200000.0,,,650000.0
kamienica,75.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,710000.0,,,,,,,,,,,,,,,,
kamienica,79.2,nizki_poziom_jakosci,listopad_2023,,,395000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,80.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1470000.0,,,,,,,,,,,,,,440000.0,,1480000.0,,,
kamienica,80.0,wysoki_poziom_jakosci,listopad_2023,,,399000.0,,,,,,,,,,,,,568000.0,,779000.0,,,,,,,,,439000.0,,,,,
kamienica,95.0,nizki_poziom_jakosci,listopad_2023,,,599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,95.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,999000.0,,,,,,,,,,,,,,
kamienica,98.21,nizki_poziom_jakosci,listopad_2023,,,459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,98.39,wysoki_poziom_jakosci,listopad_2023,,,659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,100.0,nizki_poziom_jakosci,listopad_2023,,,409000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,100.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,739000.0,,2499999.0,,,
kamienica,102.78,nizki_poziom_jakosci,listopad_2023,,,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,106.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981000.0,,,
kamienica,106.0,wysoki_poziom_jakosci,listopad_2023,,,980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,
kamienica,119.5,nizki_poziom_jakosci,listopad_2023,,,449000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,119.88,wysoki_poziom_jakosci,listopad_2023,,,840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,134.0,wysoki_poziom_jakosci,listopad_2023,,,890000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,147.0,nizki_poziom_jakosci,listopad_2023,,,520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,28.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,399000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,34.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,319000.0,,,,,,,,,,,569000.0,,448000.0,
kamienica,34.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,590000.0,,,,,330000.0,,,,,,,,,,,,,,
kamienica,43.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,590000.0,,,,,,,,,,,,,,,,,,,,,,849999.0,,,
kamienica,44.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,333750.0,,,,,,,,,,,,,,,,,,,,,
kamienica,44.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,689000.0,,,,,,,,,,,,,,,,,,,
kamienica,45.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,865000.0,,,,,,,,,,,,,,,,,,,
kamienica,46.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,235000.0,,,,,,,,,,,,,,420000.0,,,,653000.0,,,
kamienica,46.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,950000.0,,,,,,,,,,,,,,,,650000.0,,,
kamienica,49.5,nizki_poziom_jakosci,listopad_2023,,,,,,,899000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,51.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,379000.0,,,,,,,,,,,469000.0,,,,559000.0,
kamienica,51.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169000.0,,,
kamienica,51.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,359000.0,,,,,,,,,,
kamienica,52.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,849000.0,,,,,,,,,,,,,,,,,,,
kamienica,62.3,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1557500.0,,,,,,,,,,,,,,,,,,,
kamienica,67.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,399800.0,,,,,,,1052500.0,,,
kamienica,68.9,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030000.0,,,
kamienica,88.8,nizki_poziom_jakosci,listopad_2023,,,,,450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,119.0,nizki_poziom_jakosci,listopad_2023,,,,,485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,70.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1329000.0,,,,,,,,,,,,,,,,,,,
kamienica,44.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,250000.0,,,,,,,,,,,,,,,,
kamienica,44.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,358000.0,,,,,,,,,,,,,,,,
kamienica,50.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649000.0,
kamienica,50.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339310.0,,,
kamienica,60.2,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000.0,
kamienica,61.27,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578700.0,
kamienica,62.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,425000.0,,,,,,,,,,,,,,,,,,1130000.0,,,
kamienica,62.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130000.0,,,
kamienica,63.2,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,474000.0,,1150000.0,,,,,,,,,,,,,,,,,,,
kamienica,64.4,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,647900.0,,,,,,,,,,,,,,
kamienica,70.0,nizki_poziom_jakosci,listopad_2023,,,,,,,799000.0,,,,,,1049000.0,,,,,,,,,,,,,,377666.6666666667,,,,616000.0,
kamienica,70.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1353333.3333333333,,,,,,,,,,,,,,,,1280000.0,,920000.0,
kamienica,78.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,975000.0,,,,,,,,,,,,,,,,,,,
kamienica,31.2,nizki_poziom_jakosci,listopad_2023,,,,,,,379000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,42.64,nizki_poziom_jakosci,listopad_2023,,,,,,,454000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,44.85,wysoki_poziom_jakosci,listopad_2023,,,,,,,559000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,45.62,nizki_poziom_jakosci,listopad_2023,,,,,,,456000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,52.23,wysoki_poziom_jakosci,listopad_2023,,,,,,,699000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,54.29,wysoki_poziom_jakosci,listopad_2023,,,,,,,830000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,55.76,wysoki_poziom_jakosci,listopad_2023,,,,,,,599000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,56.32,wysoki_poziom_jakosci,listopad_2023,,,,,,,730000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,62.45,nizki_poziom_jakosci,listopad_2023,,,,,,,559000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,72.05,nizki_poziom_jakosci,listopad_2023,,,,,,,1090000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,75.7,nizki_poziom_jakosci,listopad_2023,,,,,,,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,79.0,nizki_poziom_jakosci,listopad_2023,,,,,,,1199000.0,,,,,,,,,,,,,658000.0,,,,,,,,,,,,
kamienica,79.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,780000.0,,,,,,,,,,,,,,
kamienica,79.1,wysoki_poziom_jakosci,listopad_2023,,,,,,,1088000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,85.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,940000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,91.44,nizki_poziom_jakosci,listopad_2023,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,97.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,799000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,107.0,nizki_poziom_jakosci,listopad_2023,,,,,,,1399000.0,,,,,,,,,,,,,,,,,,,,,,,2150000.0,,
kamienica,117.2,wysoki_poziom_jakosci,listopad_2023,,,,,,,1445000.0,,,,,,,,,,,,,,,,,,,,,,,,,
kamienica,39.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491000.0,
kamienica,82.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710000.0,
kamienica,82.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710000.0,
kamienica,73.08,nizki_poziom_jakosci,listopad_2023,,,,,,,,,499000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,73.82,nizki_poziom_jakosci,listopad_2023,,,,,,,,,499000.0,,,,,,,,,,,,,,,,,,,,,,,
kamienica,81.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,647000.0,,,,,,,,,,,,
kamienica,32.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423500.0,
kamienica,43.8,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000.0,,,
kamienica,59.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,
kamienica,59.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,465000.0,,,,,
kamienica,66.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,560000.0,,,,,
kamienica,68.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,469500.0,,,,,
kamienica,73.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,399000.0,,,,719500.0,
kamienica,73.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,615000.0,,,,,,,,,,,,,,,,,,1606000.0,,640000.0,
kamienica,88.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,550000.0,,,,,,,,,,,,,,,,420000.0,,,,,
kamienica,88.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450000.0,,,
kamienica,27.7,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,274230.0,,,,,,,,,,,,,,,,,,,,,
kamienica,29.1,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,239000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,34.18,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,250000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,36.37,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,169000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,38.2,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,286500.0,,,,,,,,,,,,,,,,,,,,,
kamienica,40.4,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,303000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,40.8,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,183600.0,,,,,,,,,,,,,,,,,,,,,
kamienica,44.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,265000.0,,,,,,,,,,,,,,,,,,,,499000.0,
kamienica,55.56,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,368920.0,,,,,,,,,,,,,,,,,,,,,
kamienica,55.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,295000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,57.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,431250.0,,,,,,,,,,,,,,,,,,,,,
kamienica,61.43,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,423300.0,,,,,,,,,,,,,,,,,,,,,
kamienica,62.37,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,825000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,71.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,480000.0,,,,,,,,,,,,,,,,,,1180000.0,,,
kamienica,71.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949000.0,,,
kamienica,71.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,650000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,74.82,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,745000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,84.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,589000.0,,1250000.0,,,649500.0,,,,,,,,,,,,,,,,
kamienica,84.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839000.0,,
kamienica,84.43,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,489000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,86.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904500.0,
kamienica,86.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,730000.0,,,,,,,,,,,,,,,,579000.0,,1500000.0,,924450.0,
kamienica,90.15,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,729000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,90.3,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,769000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,93.76,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,650000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,94.76,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,710700.0,,,,,,,,,,,,,,,,,,,,,
kamienica,101.68,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,646000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,102.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,589000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,103.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,570000.0,,1400000.0,,,,,,,,,,,,,,,,,,,
kamienica,103.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,798000.0,,,,,
kamienica,104.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,499000.0,,,,,790000.0,,,,,,,,,,,,,,,,
kamienica,104.82,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,755000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,105.8,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,539000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,109.37,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,389000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,109.62,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,420000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,113.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,649000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,130.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,960000.0,,1200000.0,,,,,,,,,,,,,,,,,,,
kamienica,130.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,999000.0,,,,,
kamienica,148.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,879000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,148.67,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,990000.0,,,,,,,,,,,,,,,,,,,,,
kamienica,30.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620000.0,,,
kamienica,30.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,215000.0,,,,,,,870000.0,,,
kamienica,49.1,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1104701.0,,,,,,,,,,,,,,,,1059000.0,,,
kamienica,53.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620000.0,
kamienica,76.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,1215000.0,,,,,,,,,,,,,,,,,,,
kamienica,77.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,629850.0,,,,,,,
kamienica,103.6,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,799000.0,,,,,
kamienica,49.91,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,459000.0,,,,,,,,,,,,
kamienica,61.05,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,529000.0,,,,,,,,,,,,,,,,
kamienica,69.15,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,379000.0,,,,,
kamienica,80.5,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724000.0,
kamienica,83.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870000.0,
kamienica,108.0,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850000.0,,,
kamienica,108.0,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050000.0,,,
kamienica,26.28,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,556139.0,,,,,,,,,,,,,,,,,,,
kamienica,29.16,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,658595.0,,,,,,,,,,,,,,,,,,,
kamienica,30.4,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,395025.0,,,,,,,,,,,,,,,,,,,
kamienica,31.64,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,685100.0,,,,,,,,,,,,,,,,,,,
kamienica,35.62,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,605275.0,,,,,,,,,,,,,,,,,,,
kamienica,35.74,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,380000.0,,,,,,,,,,,,,,,,,,,
kamienica,36.7,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,810000.0,,,,,,,,,,,,,,,,,,,
kamienica,37.55,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,683000.0,,,,,,,,,,,,,,,,,,,
kamienica,38.9,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,670000.0,,,,,,,,,,,,,,,,,,,
kamienica,40.5,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,320000.0,,,,,,,,,,,,,,,,,,,
kamienica,42.53,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,930000.0,,,,,,,,,,,,,,,,,,,
kamienica,42.6,nizki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,937000.0,,,,,,,,,,,,,,,,,,,
kamienica,43.1,wysoki_poziom_jakosci,listopad_2023,,,,,,,,,,,,,689000.0,,,,,,,,,,,,,,,,,,,
